fantasy_owner,ipl_team,nickname,full_name,role,is_overseas,official_name,official_player_id,official_player_url,official_stats_feed_url,mapping_source,mapping_notes,playing_xi_tier,availability_modifier,availability_note,overseas_competition_note,availability_source,confidence,career_batting_matches,career_batting_innings,career_batting_not_outs,career_batting_runs,career_batting_high_score,career_batting_average,career_batting_balls_faced,career_batting_strike_rate,career_batting_hundreds,career_batting_fifties,career_batting_fours,career_batting_sixes,career_batting_catches,career_batting_stumpings,career_bowling_matches,career_bowling_innings,career_bowling_balls,career_bowling_runs_conceded,career_bowling_wickets,career_bowling_best_bowling,career_bowling_average,career_bowling_economy,career_bowling_strike_rate,career_bowling_four_wkts,career_bowling_five_wkts,season_2025_batting_matches,season_2025_batting_innings,season_2025_batting_not_outs,season_2025_batting_runs,season_2025_batting_high_score,season_2025_batting_average,season_2025_batting_balls_faced,season_2025_batting_strike_rate,season_2025_batting_hundreds,season_2025_batting_fifties,season_2025_batting_fours,season_2025_batting_sixes,season_2025_batting_catches,season_2025_batting_stumpings,season_2025_bowling_matches,season_2025_bowling_innings,season_2025_bowling_balls,season_2025_bowling_runs_conceded,season_2025_bowling_wickets,season_2025_bowling_best_bowling,season_2025_bowling_average,season_2025_bowling_economy,season_2025_bowling_strike_rate,season_2025_bowling_four_wkts,season_2025_bowling_five_wkts,season_2024_batting_matches,season_2024_batting_innings,season_2024_batting_not_outs,season_2024_batting_runs,season_2024_batting_high_score,season_2024_batting_average,season_2024_batting_balls_faced,season_2024_batting_strike_rate,season_2024_batting_hundreds,season_2024_batting_fifties,season_2024_batting_fours,season_2024_batting_sixes,season_2024_batting_catches,season_2024_batting_stumpings,season_2024_bowling_matches,season_2024_bowling_innings,season_2024_bowling_balls,season_2024_bowling_runs_conceded,season_2024_bowling_wickets,season_2024_bowling_best_bowling,season_2024_bowling_average,season_2024_bowling_economy,season_2024_bowling_strike_rate,season_2024_bowling_four_wkts,season_2024_bowling_five_wkts,stats_source,stats_fetched_at,stats_status
Akshit,KKR,Narine,Sunil Narine,AR,True,Sunil Narine,203,https://www.iplt20.com/players/sunil-narine/203,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/203-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,189,122,21,1780,109,17.62,1069,166.51,1,7,189,116,36,0,189,187,4346,4922,192,5/19,25.64,6.80,22.64,7,1,12,12,1,246,44,22.36,144,170.83,0,0,25,19,3,,12,12,270,351,12,3/13,29.25,7.80,22.50,0,0,15,14,0,488,109,34.86,270,180.74,1,3,50,33,8,,15,14,330,368,17,2/22,21.65,6.69,19.41,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/203-playerstats.js,2026-03-23T10:51:06.239251+00:00,ok
Saurabh,KKR,Rinku,Rinku Singh,BAT,False,Rinku Singh,3830,https://www.iplt20.com/players/rinku-singh/3830,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3830-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,59,51,15,1099,67*,30.53,757,145.18,0,4,87,56,39,0,59,0,0,0,0,,,,,0,0,13,11,4,206,38*,29.43,134,153.73,0,0,20,10,9,,13,,,,,,,,,,,15,11,2,168,26,18.67,113,148.67,0,0,13,8,7,,15,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3830-playerstats.js,2026-03-23T10:51:06.248432+00:00,ok
Vyom,KKR,Green,Cameron Green,AR,True,Cameron Green,5602,https://www.iplt20.com/players/cameron-green/5602,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5602-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,29,28,11,707,100*,41.59,460,153.70,1,2,62,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,4,255,46,31.88,178,143.26,0,0,22,10,5,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5602-playerstats.js,2026-03-23T10:51:06.309528+00:00,ok
Harsh,KKR,Seifert,Tim Seifert,WK,True,Tim Seifert,1619,https://www.iplt20.com/players/tim-seifert/1619,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1619-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,3,3,0,26,21,8.67,23,113.04,0,0,4,0,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1619-playerstats.js,2026-03-23T10:51:06.343787+00:00,ok
Dharmik,KKR,Vaibhav,Vaibhav Arora,BOWL,False,Vaibhav Arora,14859,https://www.iplt20.com/players/vaibhav-arora/14859,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/14859-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Vaibhav Arora'.,LIKELY,1.0,,,,High,32,10,6,9,2,2.25,24,37.50,0,0,0,0,9,,32,32,638,1016,36,3/27,28.22,9.55,17.72,0,0,12,2,0,0,0,0.00,8,0.00,0,0,0,0,4,,12,12,255,430,17,3/29,25.29,10.12,15.00,0,0,10,2,2,1,1*,,1,100.00,0,0,0,0,1,,10,10,180,276,11,3/27,25.09,9.20,16.36,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/14859-playerstats.js,2026-03-23T10:51:06.359861+00:00,ok
Dharmil,KKR,Finn,Finn Allen,BAT,True,Finn Allen,3020,https://www.iplt20.com/players/finn-allen/3020,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3020-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3020-playerstats.js,2026-03-23T10:51:06.369430+00:00,ok
Manan,KKR,Umran,Umran Malik,BOWL,False,Umran Malik,15154,https://www.iplt20.com/players/umran-malik/15154,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/15154-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,26,6,4,23,19*,11.50,16,143.75,0,0,1,2,6,0,3,3,72,96,2,1/21,48.00,8.00,36.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/15154-playerstats.js,2026-03-23T10:51:06.385774+00:00,ok
Akshit,KKR,Varun,Varun Chakaravarthy,BOWL,False,Varun Chakaravarthy,5432,https://www.iplt20.com/players/varun-chakaravarthy/5432,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5432-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,84,13,9,26,10*,6.50,47,55.32,0,0,2,0,16,0,84,83,1888,2385,100,5/20,23.85,7.58,18.88,1,1,13,1,1,1,1*,,1,100.00,0,0,0,0,2,,13,13,300,383,17,3/22,22.53,7.66,17.65,0,0,15,0,0,,,,,,0,0,,,4,,15,14,300,402,21,3/16,19.14,8.04,14.29,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5432-playerstats.js,2026-03-23T10:51:06.386321+00:00,ok
Saurabh,KKR,Blessing,Blessing Muzarabani,BOWL,True,Blessing Muzarabani,22387,https://www.iplt20.com/players/blessing-muzarabani/22387,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22387-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22387-playerstats.js,2026-03-23T10:51:06.446064+00:00,ok
Vyom,KKR,Angkrish,Angkrish Raghuvanshi,BAT,False,Angkrish Raghuvanshi,20690,https://www.iplt20.com/players/angkrish-raghuvanshi/20690,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20690-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,22,18,2,463,54,28.94,320,144.69,0,2,46,16,6,,22,,,,,,,,,,,12,11,2,300,50,33.33,215,139.53,0,1,30,8,2,,12,,,,,,,,,,,10,7,0,163,54,23.29,105,155.24,0,1,16,8,4,,10,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20690-playerstats.js,2026-03-23T10:51:06.493223+00:00,ok
Harsh,KKR,Tripathi,Rahul Tripathi,BAT,False,Rahul Tripathi,3838,https://www.iplt20.com/players/rahul-tripathi/3838,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3838-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,100,98,11,2291,93,26.33,1662,137.85,0,12,229,85,34,0,100,1,6,12,0,0/12,,12.00,,0,0,5,5,0,55,23,11.00,57,96.49,0,0,6,1,1,,5,,,,,,,,,,,6,6,0,165,55,27.50,115,143.48,0,1,18,6,2,,6,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3838-playerstats.js,2026-03-23T10:51:06.494405+00:00,ok
Dharmil,KKR,Rahane,Ajinkya Rahane,BAT,False,Ajinkya Rahane,135,https://www.iplt20.com/players/ajinkya-rahane/135,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/135-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,198,183,18,5032,105*,30.50,4025,125.02,2,33,514,123,76,0,198,1,6,5,1,1/5,5.00,5.00,6.00,0,0,13,12,1,390,61,35.45,264,147.73,0,3,36,20,5,,13,,,,,,,,,,,13,12,0,242,45,20.17,196,123.47,0,0,23,7,1,,13,0,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/135-playerstats.js,2026-03-23T10:51:06.508332+00:00,ok
Manan,KKR,Anukul Roy,Anukul Roy,AR,False,Anukul Roy,3774,https://www.iplt20.com/players/anukul-roy/3774,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3774-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,12,7,3,26,13*,6.50,25,104.00,0,0,3,0,6,0,12,10,160,218,6,2/19,36.33,8.18,26.67,0,0,1,1,0,0,0,0.00,1,0.00,0,0,0,0,1,,1,1,24,27,1,1/27,27.00,6.75,24.00,0,0,4,1,1,3,3*,,3,100.00,0,0,0,0,,,4,3,34,60,0,0/6,,10.59,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3774-playerstats.js,2026-03-23T10:51:06.526006+00:00,ok
Akshit,KKR,Pathirana,Matheesha Pathirana,BOWL,True,Matheesha Pathirana,20627,https://www.iplt20.com/players/matheesha-pathirana/20627,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20627-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,32,0,0,,,,,,0,0,,,9,,32,32,702,1016,47,4/28,21.62,8.68,14.94,1,0,12,0,0,,,,,,0,0,,,3,,12,12,251,424,13,3/36,32.62,10.14,19.31,0,0,6,0,0,,,,,,0,0,,,1,,6,6,132,169,13,4/28,13.00,7.68,10.15,1,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20627-playerstats.js,2026-03-23T10:51:06.545134+00:00,ok
Saurabh,KKR,Powell,Rovman Powell,BAT,True,Rovman Powell,3333,https://www.iplt20.com/players/rovman-powell/3333,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3333-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,29,23,3,365,67*,18.25,249,146.59,0,1,22,28,19,,29,2,18,35,1,1/18,35.00,11.67,18.00,0,0,2,1,0,5,5,5.00,5,100.00,0,0,1,0,1,,2,,,,,,,,,,,10,7,1,103,27,17.17,68,151.47,0,0,10,6,8,,10,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3333-playerstats.js,2026-03-23T10:51:06.557064+00:00,ok
Vyom,KKR,Tejaswi,Tejasvi Singh,BAT,False,Tejasvi Singh,23013,https://www.iplt20.com/players/tejasvi-singh/23013,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23013-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Tejasvi Singh'. Official stats feed not available for this player ID.,LIKELY,1.0,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23013-playerstats.js,2026-03-23T10:51:06.584614+00:00,feed_missing
Harsh,KKR,Harshit,Harshit Rana,BOWL,False,Harshit Rana,20626,https://www.iplt20.com/players/harshit-rana/20626,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20626-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,34,10,4,59,34,9.83,56,105.36,0,0,5,3,12,,34,32,649,1029,40,3/24,25.73,9.51,16.23,0,0,13,7,3,57,34,14.25,53,107.55,0,0,5,3,6,,13,13,264,448,15,3/25,29.87,10.18,17.60,0,0,13,0,0,,,,,,0,0,,,4,,13,11,253,383,19,3/24,20.16,9.08,13.32,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20626-playerstats.js,2026-03-23T10:51:06.634712+00:00,ok
Dharmil,KKR,Kartik Tyagi,Kartik Tyagi,BOWL,False,Kartik Tyagi,10059,https://www.iplt20.com/players/kartik-tyagi/10059,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/10059-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,20,7,3,13,7,3.25,16,81.25,0,0,1,0,3,0,14,14,313,491,13,2/29,37.77,9.41,24.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/10059-playerstats.js,2026-03-23T10:51:06.635631+00:00,ok
Manan,LSG,Pooran,Nicholas Pooran,WK,True,Nicholas Pooran,1703,https://www.iplt20.com/players/nicholas-pooran/1703,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1703-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,90,87,20,2293,87*,34.22,1357,168.98,0,14,158,167,40,4,90,0,0,0,0,,,,,0,0,14,14,2,524,87*,43.67,267,196.25,0,5,45,40,8,,14,,,,,,,,,,,14,14,6,499,75,62.38,280,178.21,0,3,35,36,7,,14,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1703-playerstats.js,2026-03-23T10:51:06.642465+00:00,ok
Akshit,LSG,Mohsin,Mohsin Khan,BOWL,False,Mohsin Khan,4952,https://www.iplt20.com/players/mohsin-khan/4952,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/4952-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,24,5,2,25,13*,8.33,24,104.17,0,0,2,1,2,,24,23,486,689,27,4/16,25.52,8.51,18.00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,2,2,2.00,1,200.00,0,0,0,0,1,,10,10,228,385,10,2/29,38.50,10.13,22.80,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/4952-playerstats.js,2026-03-23T10:51:06.652547+00:00,ok
Saurabh,LSG,Inglis,Josh Inglis,WK,True,Josh Inglis,22372,https://www.iplt20.com/players/josh-inglis/22372,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22372-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,11,11,2,278,73,30.89,171,162.57,0,1,26,16,9,1,11,,,,,,,,,,,11,11,2,278,73,30.89,171,162.57,0,1,26,16,9,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22372-playerstats.js,2026-03-23T10:51:06.683955+00:00,ok
Vyom,LSG,Marsh,Mitchell Marsh,AR,True,Mitchell Marsh,221,https://www.iplt20.com/players/mitchell-marsh/221,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/221-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,55,49,2,1292,117,27.49,904,142.92,1,9,104,75,11,0,55,34,560,795,37,4/25,21.49,8.52,15.14,2,0,13,13,0,627,117,48.23,383,163.71,1,6,56,37,1,,13,,,,,,,,,,,4,4,0,61,23,15.25,38,160.53,0,0,9,3,,,4,3,48,103,1,1/37,103.00,12.88,48.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/221-playerstats.js,2026-03-23T10:51:06.698628+00:00,ok
Harsh,LSG,Shami,Mohammad Shami,BOWL,False,Mohammad Shami,94,https://www.iplt20.com/players/mohammad-shami/94,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/94-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,119,29,15,84,21,6.00,89,94.38,0,0,7,2,21,0,119,119,2606,3749,133,4/11,28.19,8.63,19.59,2,0,9,4,3,10,6*,10.00,10,100.00,0,0,1,0,2,,9,9,180,337,6,2/28,56.17,11.23,30.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/94-playerstats.js,2026-03-23T10:51:06.704613+00:00,ok
Dharmik,LSG,Pant,Rishabh Pant,WK,False,Rishabh Pant,2972,https://www.iplt20.com/players/rishabh-pant/2972,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2972-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,125,123,19,3553,128*,34.16,2407,147.61,2,19,319,170,80,24,125,0,0,0,0,,,,,0,0,14,13,2,269,118*,24.45,202,133.17,1,1,23,16,5,1,14,,,,,,,,,,,13,13,2,446,88*,40.55,287,155.40,0,3,36,25,11,5,13,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2972-playerstats.js,2026-03-23T10:51:06.781900+00:00,ok
Dharmil,LSG,Markram,Aiden Markram,BAT,True,Aiden Markram,1667,https://www.iplt20.com/players/aiden-markram/1667,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1667-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,57,55,9,1440,68*,31.30,1066,135.08,0,10,111,57,32,0,57,19,187,274,6,2/30,45.67,8.79,31.17,0,0,13,13,0,445,66,34.23,299,148.83,0,5,38,22,7,,13,5,66,102,4,2/30,25.50,9.27,16.50,0,0,11,11,2,220,50,24.44,177,124.29,0,1,18,4,5,,11,2,12,15,0,0/5,,7.50,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1667-playerstats.js,2026-03-23T10:51:06.787807+00:00,ok
Manan,LSG,Digvesh Rathi,Digvesh Singh,BOWL,False,Digvesh Singh,5847,https://www.iplt20.com/players/digvesh-singh/5847,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5847-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Digvesh Singh'.,LIKELY,1.0,,,,High,13,2,1,1,1,1.00,3,33.33,0,0,0,0,3,,13,13,312,429,14,2/30,30.64,8.25,22.29,0,0,13,2,1,1,1,1.00,3,33.33,0,0,0,0,3,,13,13,312,429,14,2/30,30.64,8.25,22.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5847-playerstats.js,2026-03-23T10:51:06.800032+00:00,ok
Akshit,LSG,Shahbaz,Shahbaz Ahamad,AR,False,Shahbaz Ahamad,13803,https://www.iplt20.com/players/shahbaz-ahamad/13803,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/13803-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Shahbaz Ahamad'.,LIKELY,1.0,,,,High,58,38,9,545,59*,18.79,448,121.65,0,1,29,25,21,0,58,45,588,939,22,3/23,42.68,9.58,26.73,0,0,3,1,0,9,9,9.00,8,112.50,0,0,1,0,,,3,3,51,102,1,1/41,102.00,12.00,51.00,0,0,16,12,3,215,59*,23.89,166,129.52,0,1,7,13,3,,16,15,165,270,7,3/23,38.57,9.82,23.57,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/13803-playerstats.js,2026-03-23T10:51:06.838217+00:00,ok
Saurabh,LSG,Prince,Prince Yadav,BOWL,False,Prince Yadav,22097,https://www.iplt20.com/players/prince-yadav/22097,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22097-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,6,2,2,5,4*,,10,50.00,0,0,0,0,2,,6,6,137,225,3,1/29,75.00,9.85,45.67,0,0,6,2,2,5,4*,,10,50.00,0,0,0,0,2,,6,6,137,225,3,1/29,75.00,9.85,45.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22097-playerstats.js,2026-03-23T10:51:06.859866+00:00,ok
Vyom,LSG,Hasaranga,Wanindu Hasaranga,AR,True,Wanindu Hasaranga,3082,https://www.iplt20.com/players/wanindu-hasaranga/3082,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3082-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,37,19,4,81,18,5.40,88,92.05,0,0,7,1,5,0,37,37,798,1119,46,5/18,24.33,8.41,17.35,2,1,11,5,0,9,4,1.80,15,60.00,0,0,0,0,2,,11,11,246,371,11,4/35,33.73,9.05,22.36,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3082-playerstats.js,2026-03-23T10:51:06.860944+00:00,ok
Harsh,LSG,Mayank,Mayank Yadav,BOWL,False,Mayank Yadav,20585,https://www.iplt20.com/players/mayank-yadav/20585,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20585-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Mayank Yadav'.,LIKELY,1.0,,,,High,6,0,0,,,,,,0,0,,,3,,6,6,121,185,9,3/14,20.56,9.17,13.44,0,0,2,0,0,,,,,,0,0,,,2,,2,2,48,100,2,2/40,50.00,12.50,24.00,0,0,4,0,0,,,,,,0,0,,,1,,4,4,73,85,7,3/14,12.14,6.99,10.43,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20585-playerstats.js,2026-03-23T10:51:06.952444+00:00,ok
Dharmik,LSG,Nortje,Anrich Nortje,BOWL,True,Anrich Nortje,5433,https://www.iplt20.com/players/anrich-nortje/5433,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5433-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,48,17,11,49,23*,8.17,49,100.00,0,0,6,0,11,0,48,48,1096,1657,61,3/33,27.16,9.07,17.97,0,0,2,2,2,,,,0,,0,0,,,1,,2,2,42,83,1,1/23,83.00,11.86,42.00,0,0,6,2,0,4,4,2.00,8,50.00,0,0,0,0,1,,6,6,132,294,7,3/59,42.00,13.36,18.86,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5433-playerstats.js,2026-03-23T10:51:06.953962+00:00,ok
Dharmil,LSG,Badoni,Ayush Badoni,BAT,False,Ayush Badoni,20586,https://www.iplt20.com/players/ayush-badoni/20586,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20586-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,56,46,10,963,74,26.75,695,138.56,0,6,73,38,18,,56,7,35,49,4,2/4,12.25,8.40,8.75,0,0,14,11,1,329,74,32.90,222,148.20,0,2,27,14,4,,14,2,10,13,2,2/4,6.50,7.80,5.00,0,0,14,12,4,235,55*,29.38,171,137.43,0,2,22,5,3,,14,2,12,25,0,0/6,,12.50,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20586-playerstats.js,2026-03-23T10:51:06.990425+00:00,ok
Manan,LSG,Abdul Samad,Abdul Samad,AR,False,Abdul Samad,19352,https://www.iplt20.com/players/abdul-samad/19352,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/19352-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,63,52,14,741,45,19.50,488,151.84,0,0,45,50,31,0,63,6,56,119,2,1/41,59.50,12.75,28.00,0,0,13,12,4,164,45,20.50,93,176.34,0,0,8,14,4,,13,1,2,6,0,0/6,,18.00,,0,0,16,12,2,182,37*,18.20,108,168.52,0,0,15,11,9,,16,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/19352-playerstats.js,2026-03-23T10:51:07.026022+00:00,ok
Akshit,LSG,Himmat,Himmat Singh,BAT,False,Himmat Singh,5434,https://www.iplt20.com/players/himmat-singh/5434,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5434-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,3,0,0,,,,,,0,0,,,1,,3,,,,,,,,,,,3,0,0,,,,,,0,0,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5434-playerstats.js,2026-03-23T10:51:07.032283+00:00,ok
